id,name,description
990,برترین آثار داستانی دهه 2010 به انتخاب «نیویورک تایمز»,«نیویورک تایمز» روزنامه ی آمریکایی معتبر که مخاطبینی در سراسر جهان دارد، به صورت سالانه فهرستی متشکل از آثار داستانی، شعر و غیرداستانی برگزیده را به انتخاب دبیران خود منتشر می کند. در فهرست پیش رو، آثار داستانی برگزیده در دهه 2010—بر اساس انتشار به زبان انگلیسی از سال 2010 تا سال 2019—به انتخاب «نیویورک تایمز» در اختیار علاقه مندان قرار گرفته است.
173,دهه 1950 میلادی,ادبیات در دهه ی 1950 میلادی به مسائلی چون تردید و انفعال فرهنگی جوامع مختلف توجه ویژه ای داشت. موضوع به دست گرفتن کنترل زندگی و تعیین سرنوشت به دست خود انسان در آثار ادبی این دهه به چشم می خورد. با پدیدار شدن کتاب هایی چون «حکایت های مریخی»، ژانر علمی تخیلی از محبوبیت بالایی برخودار شد و کتاب های کودک، سهم بیشتری از مخاطبین را از آن خود کردند.
280,ادبیات بلژیک,به این دلیل که بلژیک، کشوری چندزبانه است، ادبیات این کشور به دو شاخه ی اصلی ادبیات هلندی و فرانسوی تقسیم می شود. ادبیات بلژیک با ظهور موضوعاتی چون واکنش به تأثیر و نفوذ فرانسوی ها، لیبرالیسم عقلگرا، گذار از کلاسیسیسم به رومانتیسیسم و پرداختن به زندگی قشر متوسط اجتماع احیا شد و جایگاه خود را در ادبیات اروپا پیدا کرد.
577,ماجراهای ژو زت و ژوکو,
1139,کتاب صوتی,
1154,خودپروری و روانشناسی (صوتی),
126,خود زندگی نامه,خودزندگی نامه، زندگی نامه ای است که به دست خود فرد نوشته می شود. این سبک از ادبیات نوعا بر زندگی، سرگذشت و چگونگی گذران زندگی نویسنده اش تمرکز دارد و در قالب داستان یا نثری مستند، مخاطب را زندگی نویسنده آشنا می سازد.
373,فرهنگی,کتاب های این دسته، فرهنگ و مسائل پیرامون فرهنگ های مختلف سراسر دنیا در زمان های مختلف را در کانون توجه خود قرار می دهند و به تفسیر و تشریح نقاط مثبت و منفی فرهنگی مشخص می پردازند.
130,ادبیات رمان نو,رمان نو، یکی از جنبش های ادبی معاصر غرب است که همگام با تحولات اجتماعی و سیاسی در اواخر دهه ی ۱۹۵۰ در فرانسه شکل گرفت و هم زمان به انتقاد از شیوه های بیان واقع گرایانه و کلاسیک در رمان پرداخت. رمان نو که در میان انگلیسی زبانان بیشتر به ضد رمان شهرت دارد، با انتقاد از عناصر سنتی روایت داستان مانند شخصیت، حادثه و طرح، بر آن بود تا با تأکید بر لزوم تحول دائمی در ادبیات، گونه ای نو از روایت داستانی را ابداع و معرفی کند که با اوضاع اجتماعی و زندگی جدید انسان، هم خوانی بیش تری داشته باشد.
408,موسیقی,
478,زبان شناسی,
734,ادبیات پلیسی,
580,دانستنی ها,
315,دهه 1840 میلادی,دهه ی 1840، دهه ای پرفراز و نشیب بود و در طول این دوره تاریخی، بسیاری از کشورها، به خصوص در اروپا، قیام ها و تغییرات زیادی را تجربه کردند. رمان های بزرگی چون دیوید کاپرفیلد، بازار خودفروشی، جین ایر و بلندی های بادگیر در این دهه به دنیای ادبیات پیوستند.
1130,علوم کامپیوتر,
1256,اینترنت,
319,دهه 1880 میلادی,در این دهه اغلب کشورهای غربی، رشد اقتصادی بزرگی را تجربه کردند و آسمان خراش ها و شهرهای مدرن پدیدار شدند. آثاری چون چنین گفت زرتشت از نیچه، ماجراهای هاکلبری فین از مارک تواین، ماجراهای پینوکیو از کارلو کولودی، برادران کارامازوف از داستایوفسکی و اولین قصه از مجموعه ی شرلوک هلمز نوشته ی آرتور کانن دویل، در این دهه انتشار یافتند.
534,رهبری,
1280,زبان اصلی,
1213,دفتر یادداشت,
1216,دفتر برنامه ریزی,
700,تاریخ روسیه (شوروی),
595,آشپزی,
795,کتاب های دامیز,
797,آموزش زبان فارسی,
352,سفرنامه,سفرنامه یکی از سبک های ادبی است که در آن، شخصی که به سرزمین های دیگر سفر کرده، دیده ها، شنیده ها، تجربیات، رخدادها و احساساتش را درباره ی آن سرزمین ها برای آگاه کردن دیگران در قالب داستان می نویسد.
380,ادبیات جهان,
1257,تاسیسات,
254,ادبیات چین,تاریخ ادبیات چین، قدمتی هزاران ساله دارد و یکی از کهن ترین خاستگاه های ادبیات در سرارسر این کره ی خاکی به حساب می آید. ادبیات مدرن چین با ترکیب سنت های گذشته با زندگی جدید به مسائلی همه گیر چون مشکلات اجتماعی، تحولات تاریخی، تغییر ارزش های اخلاقی و تنش های روزافزون زندگی پرسرعت مدرن می پردازد.
831,مهندسی عمران,
615,بهداشت,
1168,موسیقی بی کلام,
1080,زبان تخصصی,
919,حیوانات,
159,ادبیات لهستان,ادبیات لهستان، جایگاه ویژه ای در فرهنگ این کشور و قاره ی اروپا دارد. آثار هنری خلق شده در لهستان، برای قرن ها آینه ی تمام نمای فراز و نشیب های تاریخ این کشور بوده و در بسیاری از اوقات، هویت سیاسی و فرهنگی این ملت را حفظ کرده است.
98,ادبیات هند,هندوستان به سرزمین هفتاد و دو ملت مشهور است و ادبیات این کشور نیز، طیف وسیعی از موضوعات و مسائل را پوشش می دهد. ادبیات هند همیشه در حال تغییر و تحول بوده و تاریخ کهن این کشور، نشان می دهد که آثار هنری خلق شده در هندوستان، علاوه بر قوه ی خیال و ذوق هنری نویسندگان، تأثیرات بسزایی از فرهنگ های خارجی چون ایران و به خصوص انگلیس گرفته است.
422,جایزه ی کتاب انیسفیلد-ولف,جایزه ی کتاب انیسفیلد-ولف، جایزه ای ادبی و آمریکایی است که به آثاری تعلق می گیرد که نقش بسزایی در درک صحیح مسائل مربوط به نژادپرستی و همچنین در نکوداشت فرهنگ های گوناگون نوع بشر ایفا کرده باشند. این جایزه توسط شاعری اهل کلیولند به نام ادیث انیسفیلد ولف در سال 1935 بنیان نهاده شد.
582,جغرافیا,
113,داستان کمدی (طنز),داستان های کمدی، شامل آثار داستانی ای می شوند که از طنز و بذله گویی شخصیت ها به عنوان محور اصلی پیشبرد داستان خود استفاده می کنند. نویسندگان کمدی اغلب احساس می کنند در دنیای افسار گسیخته ی آنان، اصول درام نویسی کاربردی ندارد. کمدی چه هجویه ای سرد و بدون شور و احساس باشد و چه مضحکه ای بدون توجیه، صرفا شکلی از داستان سرایی است. نویسنده ی کمدی، نهاد اجتماعی خاصی که احساس می کند دچار زنگار تزویر و حماقت شده را نشانه می رود و سپس با قلم خود به آن حمله می کند. کمدی ذاتا هنری خشمگین و ضداجتماعی است، بنابراین، نویسنده نخست از خود می پرسد من از چه چیزی خشمگین هستم و سپس آن وجهی را پیدا می کند که موجبات خشم او را فراهم آورده است و از آن انتقاد می کند.
323,ادبیات هلند,ادبیات هلند، اشتراکات زیادی با ادبیات کشورهای همسایه ی خود به خصوص بلژیک دارد. رویدادهای جنگ جهانی اول، حمله ی امپراطوری آلمان به بلژیک و مشکلات اقتصادی و سیاسی هلند، تأثیر بسزایی در شکلگیری ادبیات مدرن هلند داشته اند.
347,نمایشنامه درام,نمایشنامه هایی که در این دسته قرار می گیرند، به طور معمول ساختاری واقع گرایانه دارند و داستان آن ها، به چگونگی مواجهه ی شخصیت های مختلف با مشکلات درونی و بیرونی شان می پردازد.
728,سینماگران بزرگ,
724,کارگردانی,
894,احکام,
379,فانتزی,
471,معنویت,
485,انسان شناسی,
316,دهه 1850 میلادی,در دهه ی 1850، استعمارگری در جهان گسترش یافت و تعداد مهاجرین به آمریکا به عددی بی سابقه رسید. چارلز دیکنز در این دهه چندین اثر از جمله رمان داستان دو شهر را به انتشار رساند. رمان داغ ننگ از ناثانیل هاثورن نیز در همین دوره منتشر شد.
1237,فهرست کتاب های برگزیده در «ادبیات روسیه»,«ادبیات روسیه» مدت ها است که نام خود را به عنوان یکی از غنی ترین و جذاب ترین شاخه ها در ادبیات جهان مطرح کرده و در طول تاریخ پربارش، آثاری فراموش نشدنی و جریان ساز را به میراث ادبی دنیا افزوده است. از روایت های کهن گرفته تا رمان های مدرن، فهرست پیش رو، کتاب های برگزیده در ادبیات روسیه را به انتخاب وبسایت «Russia Beyond» در اختیار علاقه مندان قرار می دهد.
723,علوم سیاسی,
603,ادبیات زیمباوه,
251,ادبیات دانمارک,ادبیات دانمارک، بخشی از ادبیات اسکاندیناوی به حساب می آید و قدمت آن به قرون وسطی بازمی گردد. هنرمندان و نویسندگانی چون هانس کریستین اندرسن، سورن کی یرکگور، و برنده ی نوبل ادبیات، هنریک پونتوپیدان جایگاه ویژه ای به ادبیات دانمارک در میان دنیای درخشان ادبیات اسکاندیناوی بخشیده است.
1165,موسیقی کلاسیک,
175,دهه 1930 میلادی,با نگاه به آثار ادبی انتشار یافته در دهه ی 1930، نام های بزرگی چون جان اشتاین بک، ویلیام فاکنر و مارگارت میچل به چشم می خورند. آثار ادبی به وجود آمده در این دهه، عمیقا بازتاب دهنده ی مشکلات زمانه هستند و با فراهم کردن مأوایی برای مخاطبین، فرصت فاصله گرفتن از این مشکلات را برای آن ها فراهم می کنند.
532,ادبیات لبنان,
652,آشنایی با نویسندگان,
140,داستان وحشت,گونۀ وحشت، سبکی تخیلی در هنر و ادبیات است که به مسائل غیرواقعی و تخیلی و برخی داستان های عامه پسند می پردازد و به طور کلی، درون مایه ی آن، ترسیم رخدادهای مافوق طبیعی است. موضوعاتی که در این گونه بیشتر مورد توجه نویسندگان است شامل قتل، خودکشی، ترس، دیوانگی، ارواح، خون آشام ها و هیولاها می شود. از اواسط قرن نوزدهم و پس از آن به موازات شکل گیری داستان های علمی تخیلی در نیمه دوم سال های 1920، شاخه ای از ادبیات وحشت ظهور کرد که به شناخت رو به رشد علوم طبیعی اشاره داشت. شخصیت های اصلی داستان های شکل گرفته بر پایه ی این نوع از ادبیات وحشت، الزاما ارواح پس از مرگ نبودند، بلکه بیشتر شامل موجوداتی خفته در اعماق جنگل ها، غارها، موجودات فضایی و یا حتی موجودات ساخته شده از سوی خود انسان ها در آزمایشگاه می شدند.
96,ادبیات ایرلند,ادبیات ایرلند پس از ادبیات لاتین و یونان، کهن ترین ادبیات اروپا به حساب می آید. ظهور مفهوم «سنت های دوگانه» در آثار ادبی ایرلند در شکل دهی و قالب بندی آثار نوشته شده به زبان انگلیسی، که زبان استعمارگران ایرلند بود، نقش بسزایی ایفا کرد. ادبیات ایرلند، علیرغم داشتن ویژگی های زبانی و ملی منحصر به فرد و نویسندگان بزرگ و تأثیرگذاری چون جیمز جویس، به شکل اجتناب ناپذیری به ادبیات انگلیس گره خورده است.
142,ادبیات اسپانیا,ادبیات اسپانیا، شخصیت هایی چون دون کیشوت و دون خوان را به جهان معرفی کرده است. اختراع رمان در قرن شانزدهم، به ادبیات اسپانیا منسوب می شود. تاریخ پرفراز و نشیب و کهن این کشور، باعث به وجود آمدن گنجینه ای از آثار ارزشمند ادبی شده است.
1221,دفتر نقاشی,
1218,دفتر یادداشت بی خط,
25,جایزه نوبل ادبیات,جایزه ی نوبل ادبیات (Nobel Prize in Literature) یکی از پنج جایزه ی نوبل و یکی از معروف ترین جوایز ادبی است و هر سال به نویسنده ای داده می شود که به گفته ی آلفرد نوبل، برجسته ترین اثر با گرایش آرمان خواهانه را نوشته باشد.منظور از «اثر»، معمولا مجموعه ی کارهای نویسنده است، اگرچه گاه در متن مربوط به جایزه از آثار مشخص نیز نام برده شده است.بر اساس وصیت نامه ی آلفرد نوبل، این جایزه هر سال باید به کسی اعطا شود که «در حوزه ی ادبیات، برجسته ترین مجموعه آثار را در جهتی آرمانی یا ایده آل» خلق کرده باشد.آکادمی سوئد برنده را تعیین می کند و در اوایل اکتبر هر سال، آن را اعلام می دارد.
177,دهه 1910 میلادی,هنر، به ویژه ادبیات و تئاتر، در خلال دومین دهه از قرن بیستم، روندی از تغییرات در فرم و محتوا را تجربه کرد که بعدها «رنسانس کوچک» نامیده شد. بسیاری از هنرمندان در این دهه، به تفاسیر انتزاعی و غیرواقعی از موضوعات مختلف علاقه نشان دادند و محتوای آثار هنری از موضوعاتی جدی تر چون طبیعت و مذهب به سوی موضوعات عام تر و روزمره تر سوق داده شد.
463,جایزه پولیتزر غیرداستانی,جایزه پولیتزر غیرداستانی، یکی از هفت جایزه ی پولیتزر است که همه ساله به برترین کتاب غیرداستانی تعلق می گیرد. این جایزه از سال 1962 به کتابی برگزیده از نویسنده ای آمریکایی داده می شود که سال قبل به انتشار رسیده باشد. از سال 1980، نامزدهای نهایی این جایزه نیز معرفی می شوند که معمولا دو اثر دیگر به علاوه ی برنده ی جایزه هستند.
1160,فهرست کتاب های برگزیده به انتخاب «واشنگتن پست»,«واشنگتن پست» که یکی از معتبرترین و شناخته شده ترین روزنامه های آمریکا به شمار می آید، هر سال 10 کتاب را به عنوان آثار برگزیده انتخاب می کند. فهرست پیش رو که شامل آثار داستانی و غیرداستانی می شود، کتاب های برگزیده به انتخاب «واشنگتن پست» در قرن بیست و یکم را در خود جای داده است.
1283,نگهدارنده کتاب (غش گیر),غش گیر یا نگهدارنده کتاب ابزاری بسیار پرکاربرد است که از آن برای مرتب کردن کتاب در قفسه ها استفاده می شود.
99,ادبیات آفریقا,قاره ی سیاه، ادبیات منحصر به فرد خود را دارد. آفریقایی ها بر طبق سنت ها و فرهنگ خود، تفاوت عمده ای میان هنر و تعلیم قائل نیستند. نویسندگان آفریقایی به جای نوشتن یا خواندن برای خلق زیبایی، از ادبیات شفاهی بی نظیر مردم خود بهره گرفته و از زیبایی به منظور انتقال اطلاعات و حقایق مهم به جامعه بهره می گیرند. به خاطر تاریخ پر فراز و نشیب این قاره، ادبیات پسا استعماری بسیار در آفریقا مورد توجه بوده است.
1030,روان شناسی ورزشی,
1255,هوش مصنوعی,
578,جایزه ملی ادبیات داستانی اسپانیا,جایزه ملی ادبیات داستانی اسپانیا، جایزه ای ادبی است که توسط وزارت فرهنگ اسپانیا به رمانی از نویسنده ای اهل این کشور تعلق می گیرد. برنده ی این جایزه، مبلغ بیست هزار یورو را از آن خود می کند.
1217,دفتر یادداشت خط دار,
512,فهرست کتاب های تاریخی برگزیده,در این فهرست می توانید برترین و تأثیرگذارترین کتاب های تاریخی تمام جهان را مشاهده کنید. لیست کتاب های تاریخی برگزیده از ترکیب معتبرترین فهرست های کتاب های تاریخی جهان، همچون فهرست «صد کتاب برتر تاریخی» به انتخاب List muse و چند سایت معتبر دیگر به وجود آمده است.این لیست شامل کتاب هایی است که بیشترین جوایز را داشته و مهمترین موضوعات تاریخ ایران و جهان در زمینه های تاریخ اجتماعی، تاریخ سیاسی، تاریخ فرهنگی، تاریخ اقتصادی، تاریخ فکری، تاریخ زنان، تاریخ نظامی، تاریخ مذهبی و ... را بررسی می کند.
1089,بازاریابی,
998,بازی و سرگرمی,
1003,بازی خانوادگی,
1046,بازی گروهی,
1135,بالای 3 سال,
920,روانشناسی کودک,
686,ادبیات دفاع مقدس,
833,ریاضی,
899,خاطرات شهدا,
999,بازی کارتی,
1001,بازی فکری,
1012,بازی دورهمی,
1020,بالای 12 سال,
1125,بیشتر از پانزده نفر,
697,زیست شناسی,
860,گروه سنی 9+,
311,دهه 1800 میلادی,دهه ی 1800 میلادی به خاطر حوادثی چون جنگ های ناپلئون، به اوج رسیدن تجارت برده در ایالات متحده و شروع جنگ روسیه و ترکیه، دوران پرفراز و نشیب و پرتلاطمی بود و موضوعات زیادی را در اختیار هنرمندان و نویسندگان عصر گذاشت.
378,حماسی,
384,ادبیات یونان,
403,عاشقانه,
725,قصه های یک جورکی,
846,فهرست برترین کتاب های کودک,همه ی ما خاطرات شیرین داستان های دوران کودکی را به خاطر داریم؛ داستان هایی خنده دار یا غم انگیز که هرگز از ذهن پاک نمی شوند. غول های مهربان، خرس های عاشق عسل، کرم های گرسنه، درخت های بخشنده: این موجودات جذاب در کتاب های کودک، از خاطرات دوران کودکی نسلی به نسل دیگر انتقال می یابند. فهرست پیش رو دربردارنده ی برترین کتاب های کودک در ادبیات جهان است که از ترکیب فهرست های ارائه شده توسط Time، BookTrust و Penguin به وجود آمده است.
507,ترانه,
153,ادبیات سوئد,قدمت ادبیات سوئد به دوران وایکینگ ها باز می گردد. این کشور، ادبیات بسیار پرمایه ای دارد و از نظر داشتن بیشترین برنده ی نوبل ادبیات، در جایگاه سوم قرار دارد. نویسندگان بزرگی چون آگوست استریندبرگ، ویلهلم موبرگ و هنینگ مانکل از دل ادبیات سوئد سر برآورده اند.
217,ادبیات اتریش,ادبیات اتریش در طول تاریخ، ارتباط بسیار نزدیکی با ادبیات المان داشته و به خاطر مبادله ی فرهنگی غنی و پیچیده ی دو کشور، در بسیاری از جنبه ها، نمی توان مرز مشخصی میان ادبیات دو کشور در نظر گرفت؛ گرچه ویژگی های منحصر به فرد و نویسندگان بزرگ اتریشی، هویت مستقلی به ادبیات این کشور بخشیده است.
1225,آموزش زبان آلمانی,
1037,آناتومی و فیزیولوژی انسان,
34,جایزه ی کامن ولث,باشگاه کامن ولث کالیفرنیا (Commonwealth Writers award) ، تشکیلاتی غیردولتی و آموزشی است که در شمال کالیفرنیا پایه گذاری شده است. این باشگاه، برگزارکننده ی مراسم اهدای جایزه ی کتاب کالیفرنیا است که در سال 1931 بنیان نهاده شده است. مدال هایی (طلا و نقره) در بخش های داستانی، غیرداستانی، شعر، اولین اثر داستانی، کالیفرنیانا (عناوین مربوط به کالیفرنیا)، ادبیات خردسال ( برای کودکان تا سن 10سال)، ادبیات نوجوان (برای افراد 11 تا 16ساله) و همکاری شایان ذکر در نشر به برندگان اهدا می شود.
345,کمدی,برجسته ترین آثار غیرداستانی دنیا در ژانر کمدی در این بخش قرار گرفته اند. با جست و جویی کوتاه در این بخش می توانید مطمئن باشید کتابی را انتخاب خواهید کرد که لبخند را بر لبانتان خواهد نشاند.
861,گروه سنی 11+,
1150,داستان و رمان خارجی (صوتی),
269,پرافتخارترین کتاب ها,در ایران کتاب برندگان جوایز ادبی در انواع سبک های گوناگون گرد هم آمده اند اما در این میان برخی از آنها بیش از یک جایزه ی ادبی دریافت کرده اند. در بخش پرافتخارترین کتاب ها، با این عناوین آشنا شوید.
359,جایزه ی نمایشنامه ی حلقه ی منتقدین نیویورک,جایزه ی نمایشنامه ی حلقه ی منتقدین نیویورک، جایزه ای ادبی است که توسط بیست و دو منتقد نمایشنامه از روزنامه ها، مجلات و سایر رسانه ها در نیویورک به برترین نمایشنامه ی سال داده می شود. این مجمع در سال 1935 شکل گرفت و آدام فلدمان از سال 2005 ریاست آن را بر عهده داشته است.
458,جایزه Tony,جایزه Tony، جایزه ای ادبی است که برترین آثار در تئاتر برادوی تعلق می گیرد. این جایزه در مراسمی سالانه در نیویورک توسط انجمن تئاتر آمریکا و لیگ برادوی به برندگان اهدا می شود.
619,نجوم,
1002,بازی حافظه,
1013,دو نفره,
1044,بالای 6 سال,
632,دهه 1690 میلادی,
1141,تئاتر,
979,فهرست برترین کتاب ها برای علاقه مندان به ژورنالیسم,خبرنگاری یا «ژورنالیسم»، پدیده ای کاملا ضروری برای حفظ سلامت و حقوق مدنی جامعه ی انسان ها است. «ژورنالیسم» متعهد به حقیقت، این فرصت را در اختیار ما می گذارد که درکی کامل تر و نزدیک تر به واقعیت را از جهان پیرامون به دست آوریم و پرده از نفرت ها، فسادها و فعالیت های غیراخلاقی برداریم. فهرست پیش رو که از ترکیب لیست های Columbia Journalism Review، NewsAssociates، ElectricLiterature و BookRiot به وجود آمده، برخی از برترین آثار داستانی و غیرداستانی را برای علاقه مندان به «ژورنالیسم» در خود جای داده است.
401,ماجرایی,
466,جایزه هوشنگ گلشیری,جایزه ی هوشنگ گلشیری، جایزه ای ادبی است که همه ساله به آثار داستانی برگزیده ی انتشار یافته به زبان فارسی در ایران، توسط بنیاد هوشنگ گلشیری اهدا می شود. این جایزه یکی از معتبرترین جوایز ادبی و مستقل ایران بود.چه روزگاری است! من البته کتاب اولم را با پول معلمی درآوردم و خودم هم به کتابفروشی  ها دادم که پولش هم هیچ  گاه برنگشت.ولی امروز هیچ معلمی نمی  تواند چنین کند. پس انگار نویسنده  ای می  تواند صاحب کتاب اول باشد که یا ارث و میراثی داشته باشد و یا اول رفته باشد به کسب حتما حلال و یک میلیونی یا دست کمش پانصد ششصد هزار تومانی بالابود پیدا کرده باشد تا بعد بیاید و کتاب اول و حتی دومش را درآورد.چه پلشت روزگاری!هوشنگ گلشیری بخشی از مقالۀ «حرفی از جنس زمان»
26,ادبیات ژاپن,ادبیات کهن ژاپن، از تعاملات فرهنگی با چین تأثیرات بسیاری پذیرفت و ادبیات هند نیز با انتقال بودیسم به ژاپن، بر آثار هنری این کشور تأثیر گذاشت. نویسندگان ژاپنی با شروع نوشتن آثاری با سبک و سیاق منحصر به فرد و مربوط به فرهنگ ژاپن، این کشور را دارای ادبیاتی متمایز و دارای هویت مخصوص به خود کردند. با فراهم شدن دوباره ی امکان تجارت با غرب در قرن نوزدهم، ادبیات ژاپن، گستردگی و گوناگونی بیشتری به دست آورد.
497,مدال اندرو کارنگی,
965,ماهنامه,
966,نشریه ادبی,
967,نشریه,
1264,علوم اقتصادی,
737,فهرست برترین رمان ها در بریتانیا,این فهرست، بر اساس نظرسنجی ای درباره ی کتاب ها در سال 2003 توسط BBC به وجود آمده است. حدود هفتصد هزار نفر از شهروندان در این نظرسنجی شرکت کردند تا محبوب ترین رمان های بریتانیا را مشخص کنند. این نظرسنجی که یک سال به طول انجامید، به بزرگترین نظرسنجی عمومی در زمان خود تبدیل شد و افراد شناخته شده ی زیادی در آن شرکت کردند.
743,فهرست برترین رمان های تاریخی,مطالعه ی برترین داستان های تاریخی، ما را به سفری به گذشته در جهانی از نو ساخته شده، و زمان و مکانی مشخص می برد. بهترین رمان های تاریخی، سرگذشت و شرایط زندگی انسان های پیش از ما را دوباره زنده و ملموس می سازند. این کتاب های آموزنده، فاصله ی میان اکنون و گذشته را از بین می برند و این فرصت را در اختیار ما قرار می دهند که به چهره ی خودمان در آینه ی تاریخ بنگریم. فهرست پیش رو، بهترین داستان های تاریخی جهان را به انتخاب سایت های Bookriot و Goodreads در خود جای داده است.
961,فهرست برترین رمان ها درباره شهرها,وقتی از نویسندگان پرسیده می شود که ایده ی خلق رمانشان را از کجا به دست آورده اند، برخی ممکن است بگویند صحبت یکی از شخصیت ها و یا جمله ای مشخص در مورد داستان در ابتدا به ذهنشان رسیده است؛ عده ای دیگر از نویسندگان نیز ممکن است ورود به یک مکان یا شهری خاص را اصلی ترین منبع الهام خود در نظر بگیرند. شهرها در بسیاری از اوقات، چشم اندازهایی دوگانه برای نویسندگان هستند: مکانی عمومی در جهان فیزیکی با تمام ساختمان ها و تاریخ مختص به خود، و همچنین بستری انتزاعی تر برای روییدن خاطرات و تخیلات هر شخص. همین زندگی دوگانه در شهرها است که نیروی محرکه ی لازم برای خلق داستان را برای نویسندگان به وجود می آورد. فهرست پیش رو که از ترکیب لیست های Guardian، ElectricLiterature و DestinationReads به وجود آمده، برخی از برترین رمان هایی را در خود جای داده که شهرها در آن ها، نقشی ویژه را ایفا می کنند.
1109,فهرست کتاب های برگزیده «اپرا وینفری»,«اپرا وینفری»، مجری آمریکایی شناخته شده، در سال 1996 شروع فعالیت «باشگاه کتاب اپرا» را در برنامه ی تلویزیونی خود اعلام کرد. فهرست کتاب های برگزیده در «باشگاه کتاب اپرا» از آن زمان تا کنون، بیش از 80 کتاب را در خود جای داده و به لیستی جذاب برای علاقه مندان به ادبیات تبدیل شده است. کتاب های موجود در این فهرست که ترکیبی از آثار داستانی و غیرداستانی هستند، همگی در زمره ی آثار موفق در دهه های اخیر قرار دارند.
31,جایزه پولیتزر داستان,جایزه ی پولیتزر (Pulitzer Prize) برای داستان، یکی از هفت جایزه ی مهم و معتبر پولیتزر است. این جایزه ی آمریکایی به صورت سالانه به آثار برتر ادبی، نمایشی و موسیقیایی داده می شود. این جایزه، به یک اثر داستانی برجسته، نوشته ی نویسنده ای آمریکایی اعطا می شود که ترجیحا به زندگی در آمریکا بپردازد و در سال قبل از برگزاری مراسم انتشار یافته باشد. از سال 1980، لیست فینالیست ها توسط هیئت برگزاری اعلام می شود که معمولا فهرستی سه نفره است. گفتنی است که این جایزه، جزو قدیمی ترین جوایز پولیتزر بوده و هیچ وقت در یک سال به دو نویسنده تعلق نگرفته است. در طول تاریخ، بوث تارکینگتون، ویلیام فاکنر و جان آپدایک موفق شده اند دو بار این جایزه را از آن خود کنند.
208,پر بازدید ترین کتاب ها,این بخش، فهرست آن دسته از عناوینی است که بیشتر از سایر آثار، توجه مخاطبین ایران کتاب را به خود جلب کرده اند. پربازدیدترین ها، نشان گر سلیقه ی کلی مخاطبین است و می تواند نقش بهترین راهنما را برای انتخاب کتاب مورد علاقه تان ایفا کند.
320,برترین رمان های انگلیسی گاردین,رابرت مک کروم، نویسنده و منتقد ادبی شهیر انگلیسی، پس از دو سال مطالعه و واکاوی موشکافانه ی آثار ادبی نوشته شده به زبان انگلیسی، فهرستی ارزشمند از برترین عناوین موجود در دنیای ادبیات تهیه کرده است.روزنامه ی انگلیسی گاردین، علاوه بر پوشش اخبار جهان، در صنعت کتاب و کتاب خوانی نیز بسیار فعال بوده و با انتشار مطالب و لیست هایی اختصاصی از برترین نویسندگان، منتقدان، روزنامه نگاران و سایر فعالان حوزه ی ادبیات، در حال حاضر به عنوان یکی از معتبرترین مراجع پیگیری اخبار و گرفتن اطالاعات مختلف در زمینه ی کتاب در دنیا مطرح است.روزنامه ی گاردین، لیست رابرت مک کروم را تحت عنوان برترین رمان های انگلیسی زبان منتشر کرده است.
322,صد رمان برتر مدرن لایبرری - به انتخاب منتقدین,موسسه ی نشر کتاب آمریکایی مدرن لایبرری، در اوایل سال 1998 از گروه منتقدین و سردبیران خود خواست تا لیستی از برترین رمان های قرن بیستم میلادی را به وجود آورند. لیست تهیه شده شامل ارزشمندترین رمان های نوشته شده توسط بزرگترین نویسندگان قرن بیستم است و جوزف کنراد با داشتن چهار اثر، بیشتر از هر نویسنده ی دیگری در این فهرست، نامش تکرار شده است.  یکی دیگر از ارزشمند ترین لیست های کتاب دنیای ادبیات توسط موسسه مدرن لایبرری تهیه شده است که در آن نظر نخاطبین در مورد کتاب ها جمع آوری شده است. صد رمان برتر مدرن لایبرری - به انتخاب مخاطبین
328,پرفروش ترین کتاب ها,در این بخش، می توانید پرفروش ترین کتاب های بازار نشر را از نظر بگذرانید. این کتاب ها، گلچینی هستند که توسط خوانندگان در سراسر ایران به وجود آمده اند و بیشترین خواننده را در میان خیل عناوین ارزشمند دنیای قلم داشته اند. انتخاب از میان این آثار، کار دشواری نیست !
367,صد رمان برتر مدرن لایبرری - به انتخاب مخاطبین,پس از این که موسسه ی نشر کتاب آمریکایی مدرن لایبرری، لیست برترین رمان های قرن بیستم به انتخاب منتقدین را منتشر کرد، از مخاطبین خود خواست تا در یک نظرسنجی شرکت کنند و به رمان های مورد علاقه ی خود رأی دهند. بیش از دویست هزار نفر در این نظرخواهی مشارکت کردند و لیستی را به وجود آوردند که دربردارنده ی برترین رمان ها به انتخاب کتاب دوستان و علاقه مندان به ادبیات داستانی است. یکی دیگر از ارزشمند ترین لیست های کتاب دنیای ادبیات توسط موسسه مدرن لایبرری تهیه شده است که در آن نظر منتقدین در مورد کتاب ها جمع آوری شده است.  صد رمان برتر مدرن لایبرری - به انتخاب منتقدین
